|num_files_total|count_moving_mean|count_moving_std|files_size_MB_total|size_moving_mean|size_moving_std
2025-07-06 18:45:00|62|1041.3333333333333|1053.101508819928|17.32407|263.3839180416655|532.177483834009
2025-07-06 18:50:00|1241|861.75|757.2474226373629|107.45209|231.83305304166547|528.9891844405648
2025-07-06 18:55:00|61|762.8333333333334|779.408730831897|16.358246|223.0989052083321|531.8400604314546
2025-07-06 19:00:00|1283|856.6666666666666|767.5309094555845|2795.5627|448.6765789583321|909.5581924701876
2025-07-06 19:05:00|59|759.0833333333334|789.8656339511098|1548.3977|567.4285017916654|955.1105654098751
2025-07-06 19:10:00|1244|760.9166666666666|791.0623993699793|2211.9595|742.3042684583321|1051.665592584725
2025-07-06 19:15:00|1251|761.6666666666666|791.5640826678001|107.502594|743.4754579583322|1050.8848379393773
2025-07-06 19:20:00|43|762.1666666666666|791.0664646634759|21.88858|744.3273601249988|1050.2416102759853
2025-07-06 19:25:00|1267|765.0|792.9647475828355|161.11154|747.2899530416654|1048.3859754561533
2025-07-06 19:30:00|3395|1032.75|1071.6789822092774|463.11664|780.9824599583321|1030.594160217419
2025-07-06 19:35:00|1253|1133.8333333333333|1025.7501763306925|144.38048|791.7424283333321|1022.5152029215172
2025-07-06 19:40:00|65|935.3333333333334|977.8905249504668|60.810123|637.9886885833322|977.48487107803
2025-07-06 19:45:00|1248|1034.1666666666667|940.831434359423|2820.8103|871.6125410833321|1137.5718866425336
2025-07-06 19:50:00|69|936.5|977.5248427440802|29.096462|865.0829054166655|1142.5707968868348
2025-07-06 19:55:00|1247|1035.3333333333333|940.2029116906289|92.805984|871.4535502499988|1137.6107082728875
2025-07-06 20:00:00|86|935.5833333333334|974.4131528382932|2.0067444|638.6572206166655|983.461027295973
2025-07-06 20:05:00|59|935.5833333333334|974.4131528382932|31.868696|512.2798036166654|952.8932530961249
2025-07-06 20:10:00|1248|935.9166666666666|974.5289266039769|122.819695|338.18481986666546|791.2659830504206
2025-07-06 20:15:00|1245|935.4166666666666|974.3540945237373|107.382454|338.1748081999988|791.2691679031905
2025-07-06 20:20:00|1256|1036.5|935.5006923859366|121.86891|346.5065023666655|788.156313218685
